Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
38,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,Sales Executive,2,Married,9924,12355,0,4,10,3,3
38,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,Sales Executive,2,Single,4198,16379,2,2,8,5,4
36,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,Sales Executive,3,Single,6815,21447,6,1,15,5,3
29,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,Laboratory Technician,1,Single,4723,16213,1,4,10,3,3
35,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Healthcare Representative,3,Single,6142,4223,3,3,10,4,3
39,Travel_Rarely,Sales,6,3,Medical,4,Male,4,Sales Executive,3,Married,8237,4658,2,1,11,3,3
29,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,8853,24483,1,4,6,0,4
50,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,Manager,3,Married,19331,19519,4,3,27,2,3
23,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,Research Scientist,3,Married,2073,12826,2,4,4,2,3
36,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,Laboratory Technician,1,Married,5562,19711,3,4,9,3,3
42,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,Manager,4,Single,19613,26362,8,4,24,2,3
35,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,Laboratory Technician,3,Married,3407,25348,1,4,10,3,2
34,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,Healthcare Representative,3,Married,5063,15332,1,2,8,3,2
40,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,Sales Executive,1,Married,4639,11262,1,3,5,2,3
43,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,Laboratory Technician,2,Divorced,4876,5855,5,3,8,0,3
35,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,Laboratory Technician,4,Married,2690,7713,1,4,1,5,2
46,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,Manager,1,Single,17567,3156,1,2,27,5,1
28,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,Laboratory Technician,2,Married,2408,7324,1,3,1,3,3
22,Non-Travel,Research & Development,26,2,Other,2,Female,2,Research Scientist,3,Married,2814,10293,1,2,4,2,2
50,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,Healthcare Representative,3,Married,11245,20689,2,3,32,3,3
32,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,Research Scientist,4,Married,3312,18783,3,4,6,3,3
44,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,Research Director,4,Divorced,19049,3549,0,4,23,4,2
30,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,Research Scientist,2,Married,2141,5348,1,2,6,3,2
45,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,Laboratory Technician,1,Single,5769,23447,1,1,10,3,3
45,Non-Travel,Sales,26,3,Marketing,1,Male,2,Sales Executive,1,Married,4385,24162,1,1,10,2,3
31,Travel_Frequently,Sales,2,4,Other,4,Male,3,Sales Executive,1,Single,5332,21602,7,4,10,3,3
36,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,Manufacturing Director,3,Married,4663,12421,9,2,7,2,3
34,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,Manufacturing Director,4,Divorced,4724,17000,1,1,9,3,3
49,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3211,22102,1,4,10,3,2
39,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,Manufacturing Director,1,Married,5377,3835,2,4,10,3,3
27,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,Laboratory Technician,1,Divorced,4066,16290,1,1,7,3,3
35,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,Research Scientist,1,Married,5208,26312,1,4,16,2,3
28,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,Manufacturing Director,1,Divorced,4877,20460,0,2,6,5,2
21,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,Research Scientist,4,Single,3117,26009,1,3,3,2,3
18,Travel_Frequently,Sales,3,2,Medical,2,Female,3,Sales Representative,4,Single,1569,18420,1,3,0,2,4
47,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,Manager,3,Married,19658,5220,3,3,27,2,3
39,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,Laboratory Technician,3,Divorced,3069,10302,0,4,11,3,3
40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Manufacturing Director,3,Married,10435,25800,1,4,18,2,3
35,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,Healthcare Representative,3,Married,4148,12250,1,4,15,5,3
37,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,Manufacturing Director,3,Married,5768,26493,3,1,9,2,2
39,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,Manufacturing Director,3,Single,5042,3140,0,4,10,2,1
45,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,Manufacturing Director,4,Divorced,5770,5388,1,1,10,3,3
38,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,Manufacturing Director,3,Married,7756,14199,3,4,10,6,4
35,Travel_Rarely,Sales,10,3,Medical,4,Male,2,Sales Executive,1,Married,10306,21530,9,3,15,3,3
37,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,Research Scientist,2,Married,3936,9953,1,1,8,2,1
40,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,Manufacturing Director,4,Single,7945,19948,6,4,18,2,2
44,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,Human Resources,4,Married,5743,10503,4,3,14,3,3
48,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,Manager,4,Married,15202,5602,2,2,23,3,3
35,Travel_Rarely,Sales,15,2,Medical,1,Male,1,Sales Executive,4,Divorced,5440,22098,6,4,7,2,2
24,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,Research Scientist,4,Single,3760,17218,1,3,6,2,3
27,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,Research Scientist,3,Married,3517,22490,7,1,5,0,3
27,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,Research Scientist,4,Single,2580,6297,2,3,6,0,2
40,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Single,2166,3339,3,2,10,3,1
29,Travel_Rarely,Sales,10,3,Medical,3,Male,2,Sales Executive,3,Single,5869,23413,9,3,8,2,3
36,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,Healthcare Representative,1,Married,8008,22792,4,3,9,6,3
25,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,Manufacturing Director,3,Divorced,5206,4973,1,3,7,6,3
39,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,Manufacturing Director,2,Married,5295,7693,4,3,7,3,3
49,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,Research Director,2,Married,16413,3498,3,2,27,2,3
50,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,Research Director,1,Divorced,13269,21981,5,3,19,3,3
20,Travel_Rarely,Sales,2,3,Medical,3,Female,3,Sales Representative,3,Single,2783,13251,1,1,2,3,3
34,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,5433,19332,1,3,11,2,3
36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,2,Single,2013,10950,2,3,15,4,3
49,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,13966,11652,2,2,30,3,3
36,Non-Travel,Research & Development,1,4,Medical,4,Female,2,Manufacturing Director,3,Married,4374,15411,0,3,4,6,3
36,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,Healthcare Representative,1,Divorced,6842,26308,6,1,13,3,3
54,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,Manager,3,Married,17426,18685,3,3,36,6,3
43,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,Research Director,3,Married,17603,3525,1,1,14,3,3
35,Travel_Frequently,Sales,12,4,Other,4,Male,3,Sales Executive,4,Single,4581,10414,3,1,13,2,4
38,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,4735,9867,7,4,19,4,4
29,Travel_Rarely,Sales,5,3,Medical,1,Male,2,Sales Executive,2,Divorced,4187,3356,1,2,10,3,2
33,Travel_Rarely,Sales,2,4,Medical,4,Male,3,Sales Executive,4,Divorced,5505,3921,1,3,6,5,3
32,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Research Scientist,2,Divorced,5470,25518,0,3,10,4,2
31,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,Sales Executive,4,Married,5476,22589,1,1,10,2,3
49,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,Laboratory Technician,1,Divorced,2587,24941,4,2,17,2,2
38,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,2,Single,2440,23826,1,2,4,3,3
47,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,Manager,2,Divorced,15972,21086,6,3,29,2,3
49,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Manager,3,Single,15379,22384,4,1,23,2,3
41,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,Sales Executive,3,Single,7082,11591,3,4,21,2,3
20,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,Sales Representative,1,Single,2728,21082,1,1,2,3,3
33,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,Sales Executive,4,Divorced,5368,16130,1,3,7,2,3
36,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,Healthcare Representative,3,Married,5347,7419,6,2,10,2,2
44,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,Human Resources,4,Divorced,3195,4167,4,1,8,2,3
23,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,Laboratory Technician,3,Single,3989,20586,1,1,5,2,3
38,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,Laboratory Technician,3,Married,3306,26176,7,4,7,5,2
53,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,Healthcare Representative,4,Married,7005,3458,3,3,11,2,3
48,Travel_Frequently,Sales,7,2,Medical,4,Female,3,Sales Representative,3,Married,2655,11740,2,3,19,3,3
32,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single,1393,24852,1,1,1,2,3
26,Non-Travel,Research & Development,7,3,Medical,4,Male,3,Laboratory Technician,4,Single,2570,11925,1,3,7,5,3
55,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,Research Scientist,2,Divorced,3537,23737,5,4,8,1,3
34,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,Laboratory Technician,4,Married,3986,11912,1,3,15,3,4
60,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,Healthcare Representative,4,Divorced,10883,20467,3,3,19,2,4
33,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,Laboratory Technician,2,Married,2028,13637,1,4,14,6,3
37,Travel_Frequently,Sales,1,4,Medical,3,Male,1,Sales Executive,4,Divorced,9525,7677,1,3,6,2,2
34,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,Research Scientist,4,Married,2929,20338,1,2,10,3,3
23,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,Sales Representative,4,Divorced,2275,25103,1,2,3,2,3
44,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,Healthcare Representative,4,Married,7879,14810,1,2,9,2,3
35,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,Research Scientist,4,Single,4930,13970,0,3,6,2,4
43,Travel_Rarely,Sales,2,3,Medical,4,Male,3,Sales Executive,4,Married,7847,6069,1,1,10,3,3
24,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,Research Scientist,3,Married,4401,17616,1,4,5,1,3
41,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,Sales Executive,3,Single,9241,15869,1,2,10,3,3
29,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,Laboratory Technician,3,Married,2974,25412,9,3,9,2,3
36,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Sales Representative,4,Single,4502,7439,3,3,17,2,2
45,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,Healthcare Representative,3,Married,10748,3395,3,4,25,3,2
24,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,Human Resources,3,Married,1555,11585,1,3,1,2,3
47,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,Sales Executive,3,Married,12936,24164,7,3,25,3,1
26,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,Laboratory Technician,3,Married,2305,6217,1,3,3,3,4
45,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,Research Director,2,Single,16704,17119,1,3,21,2,3
32,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,Research Scientist,3,Married,3433,17360,6,1,10,3,2
31,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,3477,18103,1,4,6,2,4
41,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,Human Resources,2,Married,6430,20794,6,2,10,4,3
40,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,Manufacturing Director,1,Married,6516,5041,2,2,18,3,3
24,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,Laboratory Technician,1,Divorced,3907,3622,1,2,6,2,4
46,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,Healthcare Representative,2,Single,5562,9697,6,4,19,3,3
35,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,Manufacturing Director,3,Married,6883,5151,2,2,17,3,3
30,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,Research Scientist,4,Married,2862,3811,1,2,10,2,2
47,Non-Travel,Sales,2,4,Marketing,3,Male,3,Sales Executive,2,Married,4978,3536,7,4,4,3,1
46,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,10368,5596,4,2,13,5,2
36,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,Sales Executive,1,Divorced,6134,8658,5,2,16,3,3
32,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,Sales Executive,2,Single,6735,12147,6,2,10,2,3
23,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,Laboratory Technician,2,Single,3295,12862,1,3,3,3,1
31,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,Manufacturing Director,4,Single,5238,6670,2,4,9,3,2
39,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,6472,8989,1,4,9,2,3
32,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,Sales Executive,3,Married,9610,3840,3,3,10,2,1
40,Travel_Rarely,Sales,7,4,Medical,2,Male,3,Manager,2,Single,19833,4349,1,2,21,3,2
45,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,Human Resources,3,Married,9756,6595,4,3,9,2,4
30,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,Research Scientist,1,Single,4968,26427,0,4,10,2,3
24,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,Human Resources,4,Married,2145,2097,0,4,3,2,3
30,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,Human Resources,4,Divorced,2180,9732,6,3,6,0,2
31,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,Sales Executive,3,Married,8346,20943,1,3,6,3,3
27,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,Research Scientist,4,Single,3445,6152,1,3,6,5,2
29,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,Sales Representative,2,Single,2760,14630,1,3,2,3,3
29,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single,6294,23060,8,4,10,5,4
30,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,Sales Executive,1,Divorced,7140,3088,2,1,12,2,3
34,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,Research Scientist,4,Married,2932,5586,0,1,6,3,3
33,Non-Travel,Sales,2,3,Marketing,4,Female,3,Sales Executive,2,Single,5147,10697,8,4,13,2,2
49,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,Sales Executive,4,Single,4507,8191,3,3,8,1,4
33,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,Sales Executive,1,Single,8564,10092,2,3,11,2,2
38,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,Laboratory Technician,2,Married,2468,15963,4,2,9,4,2
31,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,Sales Executive,3,Married,8161,19002,2,1,10,2,3
29,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced,2109,10007,1,3,1,2,3
30,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,Healthcare Representative,3,Married,5294,9128,3,3,10,3,3
32,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,Research Scientist,2,Single,2718,17674,2,2,12,3,3
38,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,Healthcare Representative,4,Married,5811,24539,3,3,15,2,3
43,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,Research Scientist,3,Married,2437,15587,9,4,6,4,3
42,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,Laboratory Technician,2,Divorced,2766,8952,8,2,7,6,2
55,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,Research Director,1,Married,19038,19805,8,2,34,2,3
33,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,Research Scientist,2,Divorced,3055,6194,5,4,11,2,2
41,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,Laboratory Technician,1,Divorced,2289,20520,1,2,5,2,3
34,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,Sales Executive,3,Divorced,4001,12313,1,3,15,3,3
53,Non-Travel,Research & Development,1,4,Medical,1,Female,2,Manufacturing Director,3,Married,12965,22308,4,4,27,2,2
43,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,Human Resources,4,Single,3539,5033,0,2,10,5,3
34,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,Sales Executive,4,Single,6029,25353,5,1,6,3,3
21,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,Sales Representative,2,Single,2679,4567,1,2,1,3,3
38,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,Laboratory Technician,3,Married,3702,16376,1,2,5,3,3
22,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,Laboratory Technician,1,Married,2398,15999,1,3,1,6,3
31,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,Sales Executive,4,Married,5468,13402,1,1,13,3,3
51,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,Manager,3,Married,13116,22984,2,4,15,2,3
37,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,Sales Executive,2,Married,4189,8800,1,1,5,2,3
46,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Research Director,4,Divorced,19328,14218,7,3,24,3,3
36,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,Healthcare Representative,1,Married,8321,25949,7,4,15,1,3
44,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,Research Scientist,2,Divorced,2342,11092,1,3,6,2,2
37,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,Human Resources,2,Divorced,4071,12832,2,3,19,4,2
35,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,Sales Executive,4,Single,5813,13492,1,4,10,2,3
33,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,Research Scientist,1,Married,3143,6076,6,2,14,1,3
28,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,Research Scientist,4,Married,2044,5531,1,3,5,6,4
39,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,Research Director,3,Single,13464,7914,7,3,9,3,3
46,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,Sales Executive,2,Single,7991,25166,8,3,6,3,3
40,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,Laboratory Technician,1,Married,3377,25605,4,4,7,5,2
42,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,Healthcare Representative,1,Married,5538,5696,5,3,10,2,2
35,Non-Travel,Research & Development,2,2,Medical,2,Male,3,Manufacturing Director,4,Divorced,5762,24442,2,3,15,6,3
38,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,Human Resources,2,Divorced,2592,7129,5,4,13,3,3
34,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,Laboratory Technician,1,Married,5346,6208,4,3,11,3,2
37,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,Manufacturing Director,1,Single,4213,4992,1,2,10,4,1
39,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,Sales Executive,4,Divorced,4127,19188,2,4,7,6,3
43,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,Research Scientist,3,Single,2438,24978,4,3,7,2,2
41,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,Healthcare Representative,2,Single,6870,15530,3,1,11,3,1
41,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,Sales Executive,3,Divorced,10447,26458,0,4,23,3,4
30,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,Manufacturing Director,3,Single,9667,2739,9,2,9,3,3
26,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,Human Resources,2,Married,2148,6889,0,3,6,3,3
46,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,Healthcare Representative,2,Married,8926,10842,4,4,13,2,4
40,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Healthcare Representative,4,Divorced,6513,9060,4,4,12,3,3
34,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,Sales Executive,3,Married,6799,22128,1,3,10,5,3
58,Non-Travel,Sales,2,3,Medical,2,Male,3,Manager,2,Divorced,16291,22577,4,4,37,0,2
35,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,Laboratory Technician,3,Married,2705,9696,0,2,6,2,4
47,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,2,Divorced,10333,19271,8,3,28,4,3
40,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,Healthcare Representative,1,Divorced,4448,10748,2,2,15,3,3
54,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,Research Scientist,4,Married,6854,15696,4,2,14,2,2
31,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,Sales Executive,1,Married,9637,8277,2,4,9,3,3
28,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,Research Scientist,1,Married,3591,12719,1,3,3,3,3
38,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,Sales Representative,4,Married,5405,4244,2,1,20,4,2
26,Travel_Rarely,Sales,10,3,Medical,3,Male,3,Sales Executive,4,Single,4684,9125,1,1,5,4,3
58,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,Research Director,3,Married,15787,21624,2,2,23,3,3
18,Non-Travel,Research & Development,14,3,Medical,2,Female,3,Research Scientist,3,Single,1514,8018,1,3,0,4,1
31,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,Human Resources,1,Married,2956,21495,0,3,2,4,3
29,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,Human Resources,1,Divorced,2335,3157,4,4,4,3,3
45,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,Sales Executive,3,Married,5154,19665,4,2,10,3,4
36,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,Research Scientist,2,Married,6962,19573,4,4,15,2,3
43,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,Sales Executive,4,Married,5675,19246,1,3,7,5,3
27,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,Laboratory Technician,4,Single,2379,19826,0,3,6,3,2
29,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,Laboratory Technician,4,Married,3812,7003,1,2,11,3,4
32,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,Sales Executive,4,Single,4648,26075,8,3,4,2,4
42,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,Research Scientist,3,Married,2936,6161,3,2,10,1,2
47,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,Laboratory Technician,3,Single,2105,5411,4,3,7,2,3
46,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced,8578,19989,3,3,12,4,2
28,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,Human Resources,4,Divorced,2706,10494,1,2,3,2,3
29,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced,6384,21143,8,4,11,3,3
42,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,Laboratory Technician,3,Single,3968,13624,4,4,8,3,3
32,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,Sales Executive,2,Single,9907,26186,7,3,7,3,2
46,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,Sales Executive,1,Divorced,13225,7739,2,4,25,5,3
27,Travel_Rarely,Sales,23,1,Medical,2,Female,2,Sales Representative,3,Married,3540,7018,1,4,9,5,3
29,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,Human Resources,2,Married,2804,15434,1,4,1,3,3
43,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,Manager,3,Married,19392,22539,7,4,21,2,3
48,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,Research Director,2,Married,19665,13583,4,4,29,3,3
29,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,Research Scientist,4,Single,2439,14753,1,2,1,3,2
46,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,Sales Executive,2,Married,7314,14011,5,3,14,2,3
27,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,Research Scientist,1,Married,4774,23844,0,4,8,2,2
39,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,Research Scientist,4,Divorced,3902,5141,8,2,7,2,3
55,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,Research Scientist,4,Married,2662,7975,8,2,19,2,4
28,Travel_Rarely,Sales,3,3,Medical,2,Female,3,Sales Representative,2,Married,2856,3692,1,4,1,3,3
30,Travel_Rarely,Sales,9,3,Medical,2,Male,3,Sales Representative,4,Single,1081,16019,1,3,1,3,2
22,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,Research Scientist,2,Single,2472,26092,1,1,1,2,3
36,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,Sales Executive,3,Married,5673,6060,1,1,10,4,3
31,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,Laboratory Technician,3,Divorced,4197,18624,1,1,10,2,3
34,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,Sales Executive,4,Married,9713,24444,2,4,9,3,3
